"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3804","userCantDepositAccountWithoutAccountTest()","","Sun Jun 07 12:28:44 UTC 2026","passed","Sun Jun 07 12:28:48 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","3337","userCanCreateAccountTest()","","Sun Jun 07 12:29:28 UTC 2026","passed","Sun Jun 07 12:29:31 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","3426","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 12:30:53 UTC 2026","passed","Sun Jun 07 12:30:56 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3564","testTransferWithFraudCheckForbidden()","","Sun Jun 07 12:29:52 UTC 2026","passed","Sun Jun 07 12:29:56 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheckForbidden"
"","1207","adminCanCreateUserTest()","","Sun Jun 07 12:31:18 UTC 2026","passed","Sun Jun 07 12:31:19 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserTest"
"","5312","userCanTransferMoneyDifferentUserTest()","","Sun Jun 07 12:30:37 UTC 2026","passed","Sun Jun 07 12:30:43 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyDifferentUserTest"
"","2208","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 12:30:25 UTC 2026","passed","Sun Jun 07 12:30:27 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","47","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 12:31:20 UTC 2026","passed","Sun Jun 07 12:31:20 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","536","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 12:31:13 UTC 2026","passed","Sun Jun 07 12:31:13 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","45","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 12:31:20 UTC 2026","passed","Sun Jun 07 12:31:20 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"Покрытие Swagger Coverage: 401 Unauthorized для /transfer","38","unauthorizedTransferError()","","Sun Jun 07 12:30:46 UTC 2026","passed","Sun Jun 07 12:30:46 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","unauthorizedTransferError"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /accounts","284","unauthorizedAccountsError()","","Sun Jun 07 12:31:21 UTC 2026","passed","Sun Jun 07 12:31:21 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedAccountsError"
"","5095","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 12:30:56 UTC 2026","passed","Sun Jun 07 12:31:01 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3477","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 12:30:32 UTC 2026","passed","Sun Jun 07 12:30:35 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 403 Forbidden для /transfer","2010","forbiddenTransferError()","","Sun Jun 07 12:30:51 UTC 2026","passed","Sun Jun 07 12:30:53 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","forbiddenTransferError"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /users","40","unauthorizedPostUsersError()","","Sun Jun 07 12:31:14 UTC 2026","passed","Sun Jun 07 12:31:14 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedPostUsersError"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /users","172","unauthorizedGetUsersError()","","Sun Jun 07 12:31:12 UTC 2026","passed","Sun Jun 07 12:31:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedGetUsersError"
"Покрытие Swagger Coverage: 403 Unauthorized для POST /users","1413","forbiddenPostUsersError()","","Sun Jun 07 12:31:17 UTC 2026","passed","Sun Jun 07 12:31:18 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","forbiddenPostUsersError"
"","3237","userCantDepositToDiffAccount()","","Sun Jun 07 12:30:02 UTC 2026","passed","Sun Jun 07 12:30:05 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToDiffAccount"
"Покрытие Swagger Coverage: 401 Unauthorized для /deposit","47","unauthorizedDepositError()","","Sun Jun 07 12:30:05 UTC 2026","passed","Sun Jun 07 12:30:05 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","unauthorizedDepositError"
"","1972","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Sun Jun 07 12:30:12 UTC 2026","passed","Sun Jun 07 12:30:14 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","3820","userCanTransferMinSumTest()","","Sun Jun 07 12:31:08 UTC 2026","passed","Sun Jun 07 12:31:12 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMinSumTest"
"","52","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 12:31:20 UTC 2026","passed","Sun Jun 07 12:31:21 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /accounts","25","unauthorizedPostAccountsError()","","Sun Jun 07 12:31:21 UTC 2026","passed","Sun Jun 07 12:31:21 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedPostAccountsError"
"","7362","userCanChangeNameTest()","","Sun Jun 07 12:28:59 UTC 2026","passed","Sun Jun 07 12:29:07 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"","3397","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 12:31:05 UTC 2026","passed","Sun Jun 07 12:31:08 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3401","testTransferWithFraudCheckUnathorized()","","Sun Jun 07 12:29:49 UTC 2026","passed","Sun Jun 07 12:29:52 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheckUnathorized"
"","2266","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 12:30:35 UTC 2026","passed","Sun Jun 07 12:30:37 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2398","userCantLoginWithIvalidDataTest()","","Sun Jun 07 12:29:21 UTC 2026","passed","Sun Jun 07 12:29:23 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCantLoginWithIvalidDataTest"
"","2253","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 12:30:27 UTC 2026","passed","Sun Jun 07 12:30:29 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","4857","userCantChangeNameWithOneWordTest()","","Sun Jun 07 12:29:07 UTC 2026","passed","Sun Jun 07 12:29:12 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithOneWordTest"
"","4111","adminCannotCreateUserWithInvalidData()","","Sun Jun 07 12:29:12 UTC 2026","passed","Sun Jun 07 12:29:16 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidData"
"","2304","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 12:30:21 UTC 2026","passed","Sun Jun 07 12:30:23 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","941","userCanLoginTest()","","Sun Jun 07 12:31:19 UTC 2026","passed","Sun Jun 07 12:31:20 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","2135","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 12:30:29 UTC 2026","passed","Sun Jun 07 12:30:32 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2050","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Sun Jun 07 12:30:14 UTC 2026","passed","Sun Jun 07 12:30:16 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","6128","userCanDepositAccountTest()","","Sun Jun 07 12:28:48 UTC 2026","passed","Sun Jun 07 12:28:54 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCanDepositAccountTest"
"","3755","userCanTransferMoneyYourselfTest()","","Sun Jun 07 12:30:43 UTC 2026","passed","Sun Jun 07 12:30:46 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyYourselfTest"
"","51","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 12:31:20 UTC 2026","passed","Sun Jun 07 12:31:20 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","724","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 12:31:12 UTC 2026","passed","Sun Jun 07 12:31:13 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","2593","userCanLoginWithCorrectDataTest()","","Sun Jun 07 12:29:23 UTC 2026","passed","Sun Jun 07 12:29:26 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","2061","userCanDepositMinSumAccountTest()","","Sun Jun 07 12:30:07 UTC 2026","passed","Sun Jun 07 12:30:09 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMinSumAccountTest"
