"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2209","userCanDepositMaxSumAccountTest()","","Mon Jun 08 06:46:19 UTC 2026","passed","Mon Jun 08 06:46:21 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMaxSumAccountTest"
"","593","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:47:31 UTC 2026","passed","Mon Jun 08 06:47:31 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /accounts","201","unauthorizedAccountsError()","","Mon Jun 08 06:47:37 UTC 2026","passed","Mon Jun 08 06:47:37 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedAccountsError"
"","1593","userCantDepositToNonExistAccount()","","Mon Jun 08 06:46:17 UTC 2026","passed","Mon Jun 08 06:46:19 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToNonExistAccount"
"","2144","userCantLoginWithIvalidDataTest()","","Mon Jun 08 06:45:42 UTC 2026","passed","Mon Jun 08 06:45:44 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCantLoginWithIvalidDataTest"
"","2035","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:46:40 UTC 2026","passed","Mon Jun 08 06:46:42 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","1987","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:46:34 UTC 2026","passed","Mon Jun 08 06:46:36 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"Покрытие Swagger Coverage: 401 Unauthorized для /transfer","36","unauthorizedTransferError()","","Mon Jun 08 06:47:05 UTC 2026","passed","Mon Jun 08 06:47:05 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","unauthorizedTransferError"
"","14353","userCantDepositAccountWithoutAmountTest()","","Mon Jun 08 06:44:52 UTC 2026","passed","Mon Jun 08 06:45:06 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAmountTest"
"","7324","userCanChangeNameTest()","","Mon Jun 08 06:45:21 UTC 2026","passed","Mon Jun 08 06:45:28 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"","5832","userCanDepositAccountTest()","","Mon Jun 08 06:45:10 UTC 2026","passed","Mon Jun 08 06:45:16 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCanDepositAccountTest"
"Покрытие Swagger Coverage: 403 Unauthorized для GET /users","1319","forbiddenGetUsersError()","","Mon Jun 08 06:47:32 UTC 2026","passed","Mon Jun 08 06:47:33 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","forbiddenGetUsersError"
"","3564","userCantDepositAccountWithoutAccountTest()","","Mon Jun 08 06:45:07 UTC 2026","passed","Mon Jun 08 06:45:10 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","4419","testTransferWithFraudotricCheck()","","Mon Jun 08 06:46:06 UTC 2026","passed","Mon Jun 08 06:46:10 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudotricCheck"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /accounts","32","unauthorizedPostAccountsError()","","Mon Jun 08 06:47:37 UTC 2026","passed","Mon Jun 08 06:47:37 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedPostAccountsError"
"","1988","userCanDepositMinSumAccountTest()","","Mon Jun 08 06:46:27 UTC 2026","passed","Mon Jun 08 06:46:29 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMinSumAccountTest"
"","3741","userCanTransferMoneyYourselfTest()","","Mon Jun 08 06:47:02 UTC 2026","passed","Mon Jun 08 06:47:05 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyYourselfTest"
"","2050","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:46:47 UTC 2026","passed","Mon Jun 08 06:46:49 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","3985","userCanTransferMaxSumTest()","","Mon Jun 08 06:47:05 UTC 2026","passed","Mon Jun 08 06:47:09 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMaxSumTest"
"","403","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:47:30 UTC 2026","passed","Mon Jun 08 06:47:30 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","1987","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:46:32 UTC 2026","passed","Mon Jun 08 06:46:34 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","2458","userCanChangeNameTest()","","Mon Jun 08 06:46:36 UTC 2026","passed","Mon Jun 08 06:46:38 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"","1056","adminCanCreateUserTest()","","Mon Jun 08 06:47:34 UTC 2026","passed","Mon Jun 08 06:47:35 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserTest"
"","325","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:47:30 UTC 2026","passed","Mon Jun 08 06:47:31 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","46","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 06:47:36 UTC 2026","passed","Mon Jun 08 06:47:36 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","4059","adminCannotCreateUserWithInvalidData()","","Mon Jun 08 06:45:33 UTC 2026","passed","Mon Jun 08 06:45:37 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidData"
"","3918","userCanCreateAccountTest()","","Mon Jun 08 06:45:48 UTC 2026","passed","Mon Jun 08 06:45:52 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","4727","userCantChangeNameWithoutEnterNameTest()","","Mon Jun 08 06:45:16 UTC 2026","passed","Mon Jun 08 06:45:21 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithoutEnterNameTest"
"","3184","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:47:18 UTC 2026","passed","Mon Jun 08 06:47:21 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2281","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:46:29 UTC 2026","passed","Mon Jun 08 06:46:32 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","907","userCanLoginTest()","","Mon Jun 08 06:47:35 UTC 2026","passed","Mon Jun 08 06:47:36 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","2109","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:46:38 UTC 2026","passed","Mon Jun 08 06:46:40 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /users","91","unauthorizedPostUsersError()","","Mon Jun 08 06:47:32 UTC 2026","passed","Mon Jun 08 06:47:32 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedPostUsersError"
"Покрытие Swagger Coverage: 403 Forbidden для /transfer","1941","forbiddenTransferError()","","Mon Jun 08 06:47:09 UTC 2026","passed","Mon Jun 08 06:47:11 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","forbiddenTransferError"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /users","39","unauthorizedGetUsersError()","","Mon Jun 08 06:47:29 UTC 2026","passed","Mon Jun 08 06:47:30 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedGetUsersError"
"","6662","userCanTransferMoneyDifferentUserTest()","","Mon Jun 08 06:46:55 UTC 2026","passed","Mon Jun 08 06:47:02 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyDifferentUserTest"
"Покрытие Swagger Coverage: 401 Unauthorized для /deposit","59","unauthorizedDepositError()","","Mon Jun 08 06:46:25 UTC 2026","passed","Mon Jun 08 06:46:25 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","unauthorizedDepositError"
"","2017","adminCanLoginWithCorrectDataTest()","","Mon Jun 08 06:45:46 UTC 2026","passed","Mon Jun 08 06:45:48 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","45","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 06:47:36 UTC 2026","passed","Mon Jun 08 06:47:36 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","2039","userCanDepositAccountTest()","","Mon Jun 08 06:46:25 UTC 2026","passed","Mon Jun 08 06:46:27 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositAccountTest"
"","3316","testTransferWithFraudCheckUnathorized()","","Mon Jun 08 06:46:10 UTC 2026","passed","Mon Jun 08 06:46:13 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheckUnathorized"
"","1583","userCanCreateAccountTest()","","Mon Jun 08 06:47:37 UTC 2026","passed","Mon Jun 08 06:47:38 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","4969","userCantChangeNameWithOneWordTest()","","Mon Jun 08 06:45:28 UTC 2026","passed","Mon Jun 08 06:45:33 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithOneWordTest"
"","4511","userCantDepositToDiffAccount()","","Mon Jun 08 06:46:21 UTC 2026","passed","Mon Jun 08 06:46:25 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToDiffAccount"
"","44","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 06:47:36 UTC 2026","passed","Mon Jun 08 06:47:37 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","4605","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:47:21 UTC 2026","passed","Mon Jun 08 06:47:26 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3378","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:47:11 UTC 2026","passed","Mon Jun 08 06:47:15 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","4598","adminCanCreateUserTest()","","Mon Jun 08 06:45:37 UTC 2026","passed","Mon Jun 08 06:45:42 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
