"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2966","userCantDepositToDiffAccount()","","Mon Jun 08 07:19:41 UTC 2026","passed","Mon Jun 08 07:19:44 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToDiffAccount"
"","1879","adminCanLoginWithCorrectDataTest()","","Mon Jun 08 07:19:20 UTC 2026","passed","Mon Jun 08 07:19:22 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","4472","adminCanCreateUserTest()","","Mon Jun 08 07:19:11 UTC 2026","passed","Mon Jun 08 07:19:16 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","3012","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:20:35 UTC 2026","passed","Mon Jun 08 07:20:38 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","292","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 07:20:45 UTC 2026","passed","Mon Jun 08 07:20:45 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","1919","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:20:00 UTC 2026","passed","Mon Jun 08 07:20:02 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2272","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:19:48 UTC 2026","passed","Mon Jun 08 07:19:51 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","12340","userCantDepositAccountWithoutAmountTest()","","Mon Jun 08 07:18:30 UTC 2026","passed","Mon Jun 08 07:18:42 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAmountTest"
"","2059","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:20:02 UTC 2026","passed","Mon Jun 08 07:20:04 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","3377","userCanTransferMinSumTest()","","Mon Jun 08 07:20:41 UTC 2026","passed","Mon Jun 08 07:20:44 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMinSumTest"
"","3000","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:20:32 UTC 2026","passed","Mon Jun 08 07:20:35 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3657","userCanCreateAccountTest()","","Mon Jun 08 07:19:22 UTC 2026","passed","Mon Jun 08 07:19:26 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","5520","userCanDepositAccountTest()","","Mon Jun 08 07:18:46 UTC 2026","passed","Mon Jun 08 07:18:51 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCanDepositAccountTest"
"","63","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 07:20:49 UTC 2026","passed","Mon Jun 08 07:20:49 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","1958","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:20:06 UTC 2026","passed","Mon Jun 08 07:20:08 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","1850","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:20:08 UTC 2026","passed","Mon Jun 08 07:20:10 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","1882","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:20:04 UTC 2026","passed","Mon Jun 08 07:20:06 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","3006","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:20:38 UTC 2026","passed","Mon Jun 08 07:20:41 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2948","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:20:29 UTC 2026","passed","Mon Jun 08 07:20:32 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3640","userCanTransferMoneyYourselfTest()","","Mon Jun 08 07:20:20 UTC 2026","passed","Mon Jun 08 07:20:23 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyYourselfTest"
"","6158","userCanTransferMoneyDifferentUserTest()","","Mon Jun 08 07:20:14 UTC 2026","passed","Mon Jun 08 07:20:20 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyDifferentUserTest"
"","5872","userCanChangeNameTest()","","Mon Jun 08 07:18:56 UTC 2026","passed","Mon Jun 08 07:19:02 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /users","27","unauthorizedGetUsersError()","","Mon Jun 08 07:20:44 UTC 2026","passed","Mon Jun 08 07:20:44 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedGetUsersError"
"","4649","userCantChangeNameWithoutEnterNameTest()","","Mon Jun 08 07:18:51 UTC 2026","passed","Mon Jun 08 07:18:56 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithoutEnterNameTest"
"","1895","userCanDepositMaxSumAccountTest()","","Mon Jun 08 07:19:39 UTC 2026","passed","Mon Jun 08 07:19:41 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMaxSumAccountTest"
"","3360","userCantDepositAccountWithoutAccountTest()","","Mon Jun 08 07:18:42 UTC 2026","passed","Mon Jun 08 07:18:46 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","1860","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:19:51 UTC 2026","passed","Mon Jun 08 07:19:52 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","2027","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:20:12 UTC 2026","passed","Mon Jun 08 07:20:14 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","64","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 07:20:49 UTC 2026","passed","Mon Jun 08 07:20:49 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","746","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 07:20:46 UTC 2026","passed","Mon Jun 08 07:20:46 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","3127","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:19:52 UTC 2026","passed","Mon Jun 08 07:19:56 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","889","userCanLoginTest()","","Mon Jun 08 07:20:48 UTC 2026","passed","Mon Jun 08 07:20:49 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","6454","testTransferWithFraudCheck()","","Mon Jun 08 07:19:32 UTC 2026","passed","Mon Jun 08 07:19:38 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","2391","userCanLoginWithCorrectDataTest()","","Mon Jun 08 07:19:18 UTC 2026","passed","Mon Jun 08 07:19:20 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","1378","userCantDepositToNonExistAccount()","","Mon Jun 08 07:19:38 UTC 2026","passed","Mon Jun 08 07:19:39 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToNonExistAccount"
"","360","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 07:20:44 UTC 2026","passed","Mon Jun 08 07:20:45 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","5548","tearDownBackendData()","","Mon Jun 08 07:19:26 UTC 2026","passed","Mon Jun 08 07:19:32 UTC 2026","","ui.zzz.ZZZDatabaseCleanupTest","ui.zzz.ZZZDatabaseCleanupTest","tearDownBackendData"
