"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3404","userCantDepositAccountWithoutAccountTest()","","Mon Jun 08 07:08:42 UTC 2026","passed","Mon Jun 08 07:08:46 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","2818","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:10:00 UTC 2026","passed","Mon Jun 08 07:10:03 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","826","userCanLoginTest()","","Mon Jun 08 07:10:51 UTC 2026","passed","Mon Jun 08 07:10:52 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","6757","userCanChangeNameTest()","","Mon Jun 08 07:08:56 UTC 2026","passed","Mon Jun 08 07:09:03 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"","312","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 07:10:49 UTC 2026","passed","Mon Jun 08 07:10:50 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","3040","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:10:39 UTC 2026","passed","Mon Jun 08 07:10:42 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3527","userCanTransferMinSumTest()","","Mon Jun 08 07:10:45 UTC 2026","passed","Mon Jun 08 07:10:49 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMinSumTest"
"","5933","adminCanCreateUserTest()","","Mon Jun 08 07:09:12 UTC 2026","passed","Mon Jun 08 07:09:18 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","60","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 07:10:52 UTC 2026","passed","Mon Jun 08 07:10:53 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","1401","userCantDepositToNonExistAccount()","","Mon Jun 08 07:09:41 UTC 2026","passed","Mon Jun 08 07:09:43 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToNonExistAccount"
"","3034","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:10:33 UTC 2026","passed","Mon Jun 08 07:10:36 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","340","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 07:10:49 UTC 2026","passed","Mon Jun 08 07:10:49 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","2057","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:10:05 UTC 2026","passed","Mon Jun 08 07:10:08 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 403 Forbidden для /transfer","1771","forbiddenTransferError()","","Mon Jun 08 07:10:31 UTC 2026","passed","Mon Jun 08 07:10:33 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","forbiddenTransferError"
"Покрытие Swagger Coverage: 401 Unauthorized для /transfer","47","unauthorizedTransferError()","","Mon Jun 08 07:10:26 UTC 2026","passed","Mon Jun 08 07:10:26 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","unauthorizedTransferError"
"","3564","userCanTransferMoneyYourselfTest()","","Mon Jun 08 07:10:23 UTC 2026","passed","Mon Jun 08 07:10:26 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyYourselfTest"
"","57","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 07:10:52 UTC 2026","passed","Mon Jun 08 07:10:52 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","3125","userCanCreateAccountTest()","","Mon Jun 08 07:09:25 UTC 2026","passed","Mon Jun 08 07:09:29 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","4531","adminCannotCreateUserWithInvalidData()","","Mon Jun 08 07:09:08 UTC 2026","passed","Mon Jun 08 07:09:12 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidData"
"","6593","testTransferWithFraudCheck()","","Mon Jun 08 07:09:35 UTC 2026","passed","Mon Jun 08 07:09:41 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","1987","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:10:13 UTC 2026","passed","Mon Jun 08 07:10:15 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2444","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:09:52 UTC 2026","passed","Mon Jun 08 07:09:54 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","4894","userCantChangeNameWithOneWordTest()","","Mon Jun 08 07:09:03 UTC 2026","passed","Mon Jun 08 07:09:08 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithOneWordTest"
"","1993","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:10:11 UTC 2026","passed","Mon Jun 08 07:10:13 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 401 Unauthorized для /deposit","67","unauthorizedDepositError()","","Mon Jun 08 07:09:48 UTC 2026","passed","Mon Jun 08 07:09:48 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","unauthorizedDepositError"
"","2234","userCanChangeNameTest()","","Mon Jun 08 07:09:58 UTC 2026","passed","Mon Jun 08 07:10:00 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"","302","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 07:10:50 UTC 2026","passed","Mon Jun 08 07:10:51 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","1840","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:09:54 UTC 2026","passed","Mon Jun 08 07:09:56 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","13107","userCantDepositAccountWithoutAmountTest()","","Mon Jun 08 07:08:29 UTC 2026","passed","Mon Jun 08 07:08:42 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAmountTest"
"","1508","userCanCreateAccountTest()","","Mon Jun 08 07:10:53 UTC 2026","passed","Mon Jun 08 07:10:54 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","2088","adminCanLoginWithCorrectDataTest()","","Mon Jun 08 07:09:23 UTC 2026","passed","Mon Jun 08 07:09:25 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1982","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:09:56 UTC 2026","passed","Mon Jun 08 07:09:58 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","5265","userCanTransferMaxSumTest()","","Mon Jun 08 07:10:26 UTC 2026","passed","Mon Jun 08 07:10:31 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMaxSumTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /users","28","unauthorizedGetUsersError()","","Mon Jun 08 07:10:49 UTC 2026","passed","Mon Jun 08 07:10:49 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedGetUsersError"
"","3030","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 07:10:36 UTC 2026","passed","Mon Jun 08 07:10:39 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2089","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 07:10:15 UTC 2026","passed","Mon Jun 08 07:10:17 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2897","userCantDepositToDiffAccount()","","Mon Jun 08 07:09:45 UTC 2026","passed","Mon Jun 08 07:09:48 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToDiffAccount"
"","2368","userCantLoginWithIvalidDataTest()","","Mon Jun 08 07:09:18 UTC 2026","passed","Mon Jun 08 07:09:21 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCantLoginWithIvalidDataTest"
