"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3207","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:26:24 UTC 2026","passed","Sun Jun 07 14:26:27 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","1966","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:26:01 UTC 2026","passed","Sun Jun 07 14:26:03 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","41","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /accounts","23","unauthorizedPostAccountsError()","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedPostAccountsError"
"","1939","adminCanLoginWithCorrectDataTest()","","Sun Jun 07 14:25:02 UTC 2026","passed","Sun Jun 07 14:25:04 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","3878","userCanTransferMaxSumTest()","","Sun Jun 07 14:26:18 UTC 2026","passed","Sun Jun 07 14:26:22 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMaxSumTest"
"","1593","userCanCreateAccountTest()","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:49 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"Покрытие Swagger Coverage: 403 Unauthorized для POST /users","1136","forbiddenPostUsersError()","","Sun Jun 07 14:26:44 UTC 2026","passed","Sun Jun 07 14:26:45 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","forbiddenPostUsersError"
"","3605","userCanTransferMoneyYourselfTest()","","Sun Jun 07 14:26:14 UTC 2026","passed","Sun Jun 07 14:26:18 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyYourselfTest"
"","2425","userCanChangeNameTest()","","Sun Jun 07 14:25:49 UTC 2026","passed","Sun Jun 07 14:25:51 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /users","49","unauthorizedGetUsersError()","","Sun Jun 07 14:26:41 UTC 2026","passed","Sun Jun 07 14:26:41 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedGetUsersError"
"","1961","userCanDepositAccountTest()","","Sun Jun 07 14:25:39 UTC 2026","passed","Sun Jun 07 14:25:41 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositAccountTest"
"Покрытие Swagger Coverage: 401 Unauthorized для /deposit","69","unauthorizedDepositError()","","Sun Jun 07 14:25:39 UTC 2026","passed","Sun Jun 07 14:25:39 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","unauthorizedDepositError"
"","1947","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:25:51 UTC 2026","passed","Sun Jun 07 14:25:53 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 403 Unauthorized для GET /users","1169","forbiddenGetUsersError()","","Sun Jun 07 14:26:43 UTC 2026","passed","Sun Jun 07 14:26:44 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","forbiddenGetUsersError"
"","1905","userCanDepositMinSumAccountTest()","","Sun Jun 07 14:25:41 UTC 2026","passed","Sun Jun 07 14:25:43 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMinSumAccountTest"
"","1476","userCantDepositToNonExistAccount()","","Sun Jun 07 14:25:31 UTC 2026","passed","Sun Jun 07 14:25:33 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToNonExistAccount"
"Покрытие Swagger Coverage: 401 Unauthorized для customer/accounts","26","unauthorizedCustomerAccountsError()","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedCustomerAccountsError"
"","4709","userCantChangeNameWithoutEnterNameTest()","","Sun Jun 07 14:24:33 UTC 2026","passed","Sun Jun 07 14:24:38 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithoutEnterNameTest"
"","5678","userCanDepositAccountTest()","","Sun Jun 07 14:24:27 UTC 2026","passed","Sun Jun 07 14:24:33 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCanDepositAccountTest"
"","1912","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:25:47 UTC 2026","passed","Sun Jun 07 14:25:49 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","1978","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:26:03 UTC 2026","passed","Sun Jun 07 14:26:05 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","3215","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:26:34 UTC 2026","passed","Sun Jun 07 14:26:38 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","966","adminCanCreateUserTest()","","Sun Jun 07 14:26:45 UTC 2026","passed","Sun Jun 07 14:26:46 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserTest"
"Покрытие Swagger Coverage: 403 Forbidden для /transfer","1920","forbiddenTransferError()","","Sun Jun 07 14:26:22 UTC 2026","passed","Sun Jun 07 14:26:24 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","forbiddenTransferError"
"","3435","userCantDepositAccountWithoutAccountTest()","","Sun Jun 07 14:24:24 UTC 2026","passed","Sun Jun 07 14:24:27 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","3467","userCanTransferMinSumTest()","","Sun Jun 07 14:26:38 UTC 2026","passed","Sun Jun 07 14:26:41 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMinSumTest"
"","3317","userCanDepositMaxSumAccountTest()","","Sun Jun 07 14:25:33 UTC 2026","passed","Sun Jun 07 14:25:36 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMaxSumAccountTest"
"","314","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:42 UTC 2026","passed","Sun Jun 07 14:26:42 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","6853","tearDownBackendData()","","Sun Jun 07 14:25:08 UTC 2026","passed","Sun Jun 07 14:25:15 UTC 2026","","ui.zzz.ZZZDatabaseCleanupTest","ui.zzz.ZZZDatabaseCleanupTest","tearDownBackendData"
"","318","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:43 UTC 2026","passed","Sun Jun 07 14:26:43 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","45","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","1879","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:25:45 UTC 2026","passed","Sun Jun 07 14:25:47 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","3149","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:26:27 UTC 2026","passed","Sun Jun 07 14:26:30 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3963","userCanCreateAccountTest()","","Sun Jun 07 14:25:04 UTC 2026","passed","Sun Jun 07 14:25:08 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","3795","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:26:05 UTC 2026","passed","Sun Jun 07 14:26:09 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /accounts","167","unauthorizedAccountsError()","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedAccountsError"
"","3342","testTransferWithFraudCheckForbidden()","","Sun Jun 07 14:25:28 UTC 2026","passed","Sun Jun 07 14:25:31 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheckForbidden"
"","6800","userCanChangeNameTest()","","Sun Jun 07 14:24:38 UTC 2026","passed","Sun Jun 07 14:24:45 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"","2188","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:25:43 UTC 2026","passed","Sun Jun 07 14:25:45 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","12549","userCantDepositAccountWithoutAmountTest()","","Sun Jun 07 14:24:11 UTC 2026","passed","Sun Jun 07 14:24:24 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAmountTest"
"","2050","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:25:59 UTC 2026","passed","Sun Jun 07 14:26:01 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /users","26","unauthorizedPostUsersError()","","Sun Jun 07 14:26:43 UTC 2026","passed","Sun Jun 07 14:26:43 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedPostUsersError"
"","5637","testTransferWithFraudCheck()","","Sun Jun 07 14:25:15 UTC 2026","passed","Sun Jun 07 14:25:21 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","41","userCantLoginTest(String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:47 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","392","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:41 UTC 2026","passed","Sun Jun 07 14:26:42 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","867","userCanLoginTest()","","Sun Jun 07 14:26:46 UTC 2026","passed","Sun Jun 07 14:26:47 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","3186","userCantDepositToDiffAccount()","","Sun Jun 07 14:25:36 UTC 2026","passed","Sun Jun 07 14:25:39 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToDiffAccount"
"","307","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:42 UTC 2026","passed","Sun Jun 07 14:26:43 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","4379","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Sun Jun 07 14:26:30 UTC 2026","passed","Sun Jun 07 14:26:34 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2142","userCantLoginWithIvalidDataTest()","","Sun Jun 07 14:24:58 UTC 2026","passed","Sun Jun 07 14:25:00 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCantLoginWithIvalidDataTest"
"","1968","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:25:53 UTC 2026","passed","Sun Jun 07 14:25:55 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","366","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Sun Jun 07 14:26:42 UTC 2026","passed","Sun Jun 07 14:26:42 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","2013","negativeTest(String, String, String) Негативные тесты","","Sun Jun 07 14:25:57 UTC 2026","passed","Sun Jun 07 14:25:59 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
