"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5722","testTransferWithFraudCheck()","","Mon Jun 08 06:56:11 UTC 2026","passed","Mon Jun 08 06:56:16 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","3426","userCantDepositAccountWithoutAccountTest()","","Mon Jun 08 06:55:20 UTC 2026","passed","Mon Jun 08 06:55:23 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","2181","userCanDepositAccountTest()","","Mon Jun 08 06:56:23 UTC 2026","passed","Mon Jun 08 06:56:25 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositAccountTest"
"","2099","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:42 UTC 2026","passed","Mon Jun 08 06:56:45 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","343","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:57:32 UTC 2026","passed","Mon Jun 08 06:57:33 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","1589","userCanCreateAccountTest()","","Mon Jun 08 06:57:36 UTC 2026","passed","Mon Jun 08 06:57:37 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","3416","userCanCreateAccountTest()","","Mon Jun 08 06:56:00 UTC 2026","passed","Mon Jun 08 06:56:04 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","3722","userCanTransferMinSumTest()","","Mon Jun 08 06:57:28 UTC 2026","passed","Mon Jun 08 06:57:32 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMinSumTest"
"","329","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:57:32 UTC 2026","passed","Mon Jun 08 06:57:32 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","1056","adminCanCreateUserTest()","","Mon Jun 08 06:57:33 UTC 2026","passed","Mon Jun 08 06:57:34 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserTest"
"","2109","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:51 UTC 2026","passed","Mon Jun 08 06:56:53 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2092","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:56:33 UTC 2026","passed","Mon Jun 08 06:56:35 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","343","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:57:33 UTC 2026","passed","Mon Jun 08 06:57:33 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","3255","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:57:15 UTC 2026","passed","Mon Jun 08 06:57:18 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2063","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:38 UTC 2026","passed","Mon Jun 08 06:56:40 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","12446","userCantDepositAccountWithoutAmountTest()","","Mon Jun 08 06:55:07 UTC 2026","passed","Mon Jun 08 06:55:20 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAmountTest"
"","2098","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:45 UTC 2026","passed","Mon Jun 08 06:56:47 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","356","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:57:32 UTC 2026","passed","Mon Jun 08 06:57:32 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","3725","adminCannotCreateUserWithInvalidData()","","Mon Jun 08 06:55:45 UTC 2026","passed","Mon Jun 08 06:55:49 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidData"
"","924","userCanLoginTest()","","Mon Jun 08 06:57:34 UTC 2026","passed","Mon Jun 08 06:57:35 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","2073","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:49 UTC 2026","passed","Mon Jun 08 06:56:51 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","3227","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:57:18 UTC 2026","passed","Mon Jun 08 06:57:21 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2011","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:47 UTC 2026","passed","Mon Jun 08 06:56:49 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2089","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:56:40 UTC 2026","passed","Mon Jun 08 06:56:42 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2018","adminCanLoginWithCorrectDataTest()","","Mon Jun 08 06:55:58 UTC 2026","passed","Mon Jun 08 06:56:00 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1465","userCantDepositToNonExistAccount()","","Mon Jun 08 06:56:16 UTC 2026","passed","Mon Jun 08 06:56:18 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToNonExistAccount"
