"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5523","userCanTransferMoneyDifferentUserTest()","","Mon Jun 08 06:15:25 UTC 2026","passed","Mon Jun 08 06:15:30 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyDifferentUserTest"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /accounts","23","unauthorizedPostAccountsError()","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedPostAccountsError"
"","3889","userCanTransferMinSumTest()","","Mon Jun 08 06:15:56 UTC 2026","passed","Mon Jun 08 06:16:00 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMinSumTest"
"","2242","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:20 UTC 2026","passed","Mon Jun 08 06:15:22 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2271","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:10 UTC 2026","passed","Mon Jun 08 06:15:12 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","4929","userCanCreateAccountTest()","","Mon Jun 08 06:14:12 UTC 2026","passed","Mon Jun 08 06:14:17 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"Покрытие Swagger Coverage: 401 Unauthorized для /deposit","33","unauthorizedDepositError()","","Mon Jun 08 06:14:51 UTC 2026","passed","Mon Jun 08 06:14:51 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","unauthorizedDepositError"
"","344","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:02 UTC 2026","passed","Mon Jun 08 06:16:02 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","4981","testTransferWithFraudCheckForbidden()","","Mon Jun 08 06:14:38 UTC 2026","passed","Mon Jun 08 06:14:43 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudCheckForbidden"
"","2423","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:05 UTC 2026","passed","Mon Jun 08 06:15:07 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","13022","userCantDepositAccountWithoutAmountTest()","","Mon Jun 08 06:13:17 UTC 2026","passed","Mon Jun 08 06:13:30 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAmountTest"
"","4282","userCanTransferMaxSumTest()","","Mon Jun 08 06:15:34 UTC 2026","passed","Mon Jun 08 06:15:38 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMaxSumTest"
"","5930","userCantChangeNameWithoutEnterNameTest()","","Mon Jun 08 06:13:40 UTC 2026","passed","Mon Jun 08 06:13:46 UTC 2026","","ui.iteration2.UpdateUserNameTest","ui.iteration2.UpdateUserNameTest","userCantChangeNameWithoutEnterNameTest"
"","2376","userCanDepositMaxSumAccountTest()","","Mon Jun 08 06:14:45 UTC 2026","passed","Mon Jun 08 06:14:47 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMaxSumAccountTest"
"","2290","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:12 UTC 2026","passed","Mon Jun 08 06:15:14 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","420","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:00 UTC 2026","passed","Mon Jun 08 06:16:01 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"Покрытие Swagger Coverage: 403 Forbidden для /transfer","2117","forbiddenTransferError()","","Mon Jun 08 06:15:38 UTC 2026","passed","Mon Jun 08 06:15:41 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","forbiddenTransferError"
"","3422","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:14 UTC 2026","passed","Mon Jun 08 06:15:18 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","2776","userCanChangeNameTest()","","Mon Jun 08 06:15:02 UTC 2026","passed","Mon Jun 08 06:15:05 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","userCanChangeNameTest"
"Покрытие Swagger Coverage: 403 Unauthorized для POST /users","1293","forbiddenPostUsersError()","","Mon Jun 08 06:16:03 UTC 2026","passed","Mon Jun 08 06:16:05 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","forbiddenPostUsersError"
"","3602","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:15:46 UTC 2026","passed","Mon Jun 08 06:15:49 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","2261","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:07 UTC 2026","passed","Mon Jun 08 06:15:10 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","359","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:01 UTC 2026","passed","Mon Jun 08 06:16:01 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","42","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","3458","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:15:53 UTC 2026","passed","Mon Jun 08 06:15:56 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /users","29","unauthorizedGetUsersError()","","Mon Jun 08 06:16:00 UTC 2026","passed","Mon Jun 08 06:16:00 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedGetUsersError"
"","1018","userCanLoginTest()","","Mon Jun 08 06:16:06 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanLoginTest"
"","3538","userCantTransferWithInvalidAmountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:15:49 UTC 2026","passed","Mon Jun 08 06:15:53 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCantTransferWithInvalidAmountTest"
"","3491","userCantDepositToDiffAccount()","","Mon Jun 08 06:14:47 UTC 2026","passed","Mon Jun 08 06:14:51 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToDiffAccount"
"","3256","userCanCreateAccountTest()","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:11 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"Покрытие Swagger Coverage: 401 Unauthorized для GET /accounts","179","unauthorizedAccountsError()","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedAccountsError"
"","4525","adminCanCreateUserTest()","","Mon Jun 08 06:14:01 UTC 2026","passed","Mon Jun 08 06:14:06 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","45","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","351","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:01 UTC 2026","passed","Mon Jun 08 06:16:02 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"Покрытие Swagger Coverage: 401 Unauthorized для customer/accounts","27","unauthorizedCustomerAccountsError()","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","unauthorizedCustomerAccountsError"
"Покрытие Swagger Coverage: 401 Unauthorized для POST /users","24","unauthorizedPostUsersError()","","Mon Jun 08 06:16:02 UTC 2026","passed","Mon Jun 08 06:16:02 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","unauthorizedPostUsersError"
"Покрытие Swagger Coverage: 403 Unauthorized для GET /users","1319","forbiddenGetUsersError()","","Mon Jun 08 06:16:02 UTC 2026","passed","Mon Jun 08 06:16:03 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","forbiddenGetUsersError"
"","3998","userCanTransferMoneyYourselfTest()","","Mon Jun 08 06:15:30 UTC 2026","passed","Mon Jun 08 06:15:34 UTC 2026","","api.iteration2.MoneyTransferTest","api.iteration2.MoneyTransferTest","userCanTransferMoneyYourselfTest"
"","4557","testTransferWithFraudotricCheck()","","Mon Jun 08 06:14:30 UTC 2026","passed","Mon Jun 08 06:14:35 UTC 2026","","api.TransferWithFraudCheckTest","api.TransferWithFraudCheckTest","testTransferWithFraudotricCheck"
"","2153","userCantLoginWithIvalidDataTest()","","Mon Jun 08 06:14:06 UTC 2026","passed","Mon Jun 08 06:14:08 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCantLoginWithIvalidDataTest"
"","6330","userCanDepositAccountTest()","","Mon Jun 08 06:13:34 UTC 2026","passed","Mon Jun 08 06:13:40 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCanDepositAccountTest"
"","2254","userCantDepositAccountTest(Double, String, String) Негативные тесты","","Mon Jun 08 06:15:00 UTC 2026","passed","Mon Jun 08 06:15:02 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositAccountTest"
"","2145","userCanDepositMinSumAccountTest()","","Mon Jun 08 06:14:53 UTC 2026","passed","Mon Jun 08 06:14:55 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCanDepositMinSumAccountTest"
"","2296","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:22 UTC 2026","passed","Mon Jun 08 06:15:25 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
"","362","adminCantCreateUserTest(String, String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:01 UTC 2026","passed","Mon Jun 08 06:16:01 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCantCreateUserTest"
"","41","userCantLoginTest(String, String, String, String) Негативные тесты","","Mon Jun 08 06:16:07 UTC 2026","passed","Mon Jun 08 06:16:07 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCantLoginTest"
"","1645","userCantDepositToNonExistAccount()","","Mon Jun 08 06:14:43 UTC 2026","passed","Mon Jun 08 06:14:45 UTC 2026","","api.iteration2.DepositAccountTest","api.iteration2.DepositAccountTest","userCantDepositToNonExistAccount"
"","3993","userCantDepositAccountWithoutAccountTest()","","Mon Jun 08 06:13:30 UTC 2026","passed","Mon Jun 08 06:13:34 UTC 2026","","ui.iteration2.DepositAccountTest","ui.iteration2.DepositAccountTest","userCantDepositAccountWithoutAccountTest"
"","3974","adminCannotCreateUserWithInvalidData()","","Mon Jun 08 06:13:57 UTC 2026","passed","Mon Jun 08 06:14:01 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidData"
"","2470","negativeTest(String, String, String) Негативные тесты","","Mon Jun 08 06:15:18 UTC 2026","passed","Mon Jun 08 06:15:20 UTC 2026","","api.iteration2.UpdateUserNameTest","api.iteration2.UpdateUserNameTest","negativeTest"
